Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Congo, Dem. Rep.",COD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.096,73.091,73.071,73.03,73.008,72.986,73.022,73.019,73.006,72.969,72.918,72.921,72.933,72.949,72.965,72.975,72.092,71.191,70.274,69.341,68.389,67.42,66.439,66.469,66.491,66.492,66.488,66.473,66.452,66.414,65.784,66.219,..
"Congo, Dem. Rep.",COD,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.58,..,..,..,..,..,..,66.03,..,..,..,..,..,..,..,63.44,..,..
"Congo, Dem. Rep.",COD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.05E-14,1.11E-14,1.35E-14,2.53E-14,2.62E-14,3.64E-14,3.82E-14,6.06E-14,9.69E-14,1.14E-13,1.11E-13,1.20E-13,1.32E-13,1.56E-13,1.84E-13,2.07E-13,3.25E-13,4.47E-13,5.74E-13,1.16E-12,1.75E-12,2.33E-12,3.35E-12,5.97E-12,1.13E-11,1.42E-11,1.83E-11,3.18E-11,6.09E-11,1.28E-10,2.68E-10,6.52E-09,2.58E-07,4.54E-06,0.001218579,0.006902121,0.050950685,0.149103528,0.189265125,1.025632428,28.00102347,48.4584904,63.82926247,72.39224751,77.00034581,100,113.3252254,136.2979088,164.1917073,217.8133188,263.0887034,299.3730032,317.1557363,325.945046,329.1837359,325.3787716,339.5302393,485.7613629,636.3406437,673.8555042,700.1463107,804.9962632,839.7529605
"Congo, Rep.",COG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1187.901353,1254.147421,1285.092651,1200.658665,1212.868748,1222.942692,1204.929619,1195.589031,1249.852292,1304.964397,1346.91762,1407.839328,1482.712548,1555.742249,1627.215565,1704.850249,1678.650323,1491.839116,1549.458776,1662.488195,1911.820121,2199.047787,2659.544794,2757.226954,2876.064445,2758.166607,2493.585226,2425.491264,2397.478375,2389.976312,2346.828177,2337.163985,2333.251277,2245.191224,2062.199574,2087.232002,2119.372929,2063.318685,2095.160297,1987.274444,2057.767158,2057.200363,2101.690648,2060.938948,2061.348208,2142.705983,2228.585465,2005.960075,2062.970193,2212.361869,2333.074245,2308.423476,2468.558493,2392.688749,2493.088071,2347.818507,2045.202266,1909.365882,1774.613907,1731.799886,1586.318302,1515.893872,1504.650529
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,5.576731465,2.467431606,-6.570264519,1.016948771,0.830588144,-1.472928669,-0.775197775,4.538621494,4.40948947,3.214894086,4.523046277,5.318307199,4.925411931,4.594161784,4.771014129,-1.536787514,-11.12865524,3.862323992,7.294767727,14.99751559,15.02378086,20.94074581,3.672890195,4.310036611,-4.099276661,-9.592654049,-2.730765385,-1.154936717,-0.312914731,-1.805379199,-0.411797992,-0.167412667,-3.774134991,-8.150381505,1.213870332,1.539882799,-2.644850409,1.543223128,-5.14928872,3.547205816,-0.027544188,2.162661737,-1.938996116,0.019857938,3.94682346,4.007991907,-9.989537905,2.842036482,7.241581921,5.45626725,-1.056578869,6.936986163,-3.07344321,4.196087842,-5.826892598,-12.88925187,-6.641709057,-7.057420278,-2.412582309,-8.400600152,-4.439489192,-0.741697272
"Congo, Rep.",COG,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,4.123879381,6.727623075,4.939291739,3.968038267,5.322236915,4.301409332,9.808085792,4.843904952,7.587090515,8.377156427,9.340953224,11.66565504,25.46188248,27.28691602,..,..,..,..,..,..
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.8,..,..,..,19.86,..,..,10,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.588029293,6.651879367,6.724032064,6.790009738,6.841541395,6.882758686,6.912392345,6.930633993,6.940609793,6.944963796,6.943137963,6.935612269,6.921506628,6.901671974,6.878962956,6.849217707,6.808165651,6.760952847,6.704518204,6.625169136,6.528987465,6.43820914,6.397435401,6.42397478,6.488865778,6.554215558,6.591151754,6.605606634,6.584152545,6.502968784,6.401905168,6.318476163,6.267803909,6.228061992,6.170570982,6.104890039,6.032562581,5.972436415,5.890432224,5.773585279,5.607896102,5.468662898,5.414385053,5.350089215,5.250957314,5.14117328,5.031100568,4.929162396,4.841351341,4.738055179,4.646095352,4.597402888,4.577819272,4.58050481,4.589500454,4.602590769,4.621910077,4.647008688,4.677598255,4.715862095,4.755064104,4.788534556,4.838971522
"Congo, Rep.",COG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.788,69.702,69.611,69.502,69.376,69.297,69.229,69.147,69.086,68.997,68.944,68.913,68.893,68.858,68.832,68.828,68.814,68.757,68.752,68.757,68.751,68.809,68.877,68.9,68.933,68.922,68.86,68.804,68.732,68.663,68.012,68.057,..
"Congo, Rep.",COG,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.99,..,..,..,..,..,..,..,..,..,58.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.92,..,..,..,44.93,..,..,53.1,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.78101165,6.14486602,6.406257554,6.904273429,7.170498292,7.387440672,8.128205817,8.576561901,8.486959832,8.741304973,9.065647179,9.819276118,10.54862976,11.37549241,12.29847043,13.31983436,14.47543007,16.57791846,16.44059642,19.25220111,23.13036615,29.55809295,31.34480228,33.3315523,37.36846813,38.30213431,27.12838194,29.19733385,27.37940478,30.8686526,30.55099309,30.09864418,29.62631567,29.29129281,40.05667059,41.41696689,48.86867611,51.29477017,41.94779116,54.26170869,79.78646153,68.67603068,67.48180425,64.61279043,75.47241609,100,111.3803018,118.8874646,138.229508,108.9729104,141.0302166,156.4777153,174.2599841,172.3351742,161.0301421,132.6973531,128.135692,142.5555415,176.4995534,173.8051238,149.7236865,188.054673,227.7772642
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3558.990682,3496.44617,3557.056842,3671.507537,3678.189716,3850.155204,3989.343685,4087.659094,4307.105278,4418.765967,4623.012974,4807.399937,5067.419829,5320.131889,5473.297979,5446.368574,5599.212268,5938.648367,6143.638947,6274.057937,6150.928665,5849.412065,5275.599008,5278.167162,5545.90621,5434.231851,5581.256118,5693.737749,5738.336734,5910.770149,5967.190942,5949.49634,6335.51657,6618.921108,6751.919256,6867.637672,6801.655421,7014.530061,7355.153636,7507.965381,7646.027372,7768.438955,7898.633138,8109.824898,8340.829853,8545.747274,9041.386796,9647.860895,9966.048441,9746.490696,10137.58217,10453.52257,10832.75676,10975.69637,11240.71159,11529.95517,11893.32325,12267.16204,12470.95742,12662.42285,12030.04859,12888.46631,13373.58883
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,-1.757366545,1.733493622,3.217567233,0.182000952,4.675275098,3.615139501,2.464450706,5.368505039,2.592476427,4.622263507,3.988458684,5.408742674,4.98699671,2.878990481,-0.492014236,2.806341363,6.062211656,3.451805314,2.122829667,-1.962514112,-4.90196873,-9.809756109,0.048679873,5.072576129,-2.013635909,2.705520683,2.015346171,0.783298889,3.004937198,0.954542165,-0.296531513,6.488284176,4.473266466,2.009362935,1.713859604,-0.960770709,3.129747491,4.855971419,2.077614596,1.838873563,1.600982803,1.675937517,2.673776029,2.848457985,2.456798968,5.799838282,6.707755266,3.298011334,-2.203057169,4.012638874,3.116526116,3.627812474,1.319512787,2.414564009,2.573178611,3.151513388,3.143265986,1.66130831,1.535290566,-4.994101584,7.135613065,3.764005009
Costa Rica,CRI,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,17.46031746,18.51851852,15.91836735,14.52145215,16.16438356,17.08428246,15.82608696,14.87341772,13.68563686,14.62217861,17.32237228,16.8979011,13.2215503,12.65544989,10.85043988,9.432077626,9.165526676,9.225446858,9.792874896,8.946591189,8.445075926,9.694483429,10.66862871,11.03649977,10.72684293,10.80614141,11.9769627,14.60857048,12.92220464,13.55360363,13.54654642,14.75876915,14.72925461,14.7814221,14.32852188,15.83439337,17.37639496,16.57721102,16.49746901,15.53576338,15.07130361,15.62212947,15.63060196,15.51298286,15.75383858,17.42223333,16.49355513,17.15476552,16.39968136,17.6482401,..
Costa Rica,CRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.05,6.4,6.65,6.44,6.75,5.93,4.56,4.93,7.82,7.17,9.52,9.11,8.22,8.5,8.42,8.09,7.73,9.01,10.81,16.43,15.14,11.32
Costa Rica,CRI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.953338463,5.985222021,6.007971698,6.024293941,6.039200294,6.061950743,6.09624368,6.137258164,6.18413081,6.234979435,6.284904917,6.337996239,6.390932466,6.447997513,6.511139304,6.574316241,6.645288523,6.728554669,6.822248,6.908893836,6.984404741,7.062807534,7.150504192,7.249432298,7.355854554,7.465680747,7.585436245,7.718015858,7.861911017,8.011962732,8.162319833,8.308582913,8.446304053,8.576290164,8.692378895,8.792160013,8.885658304,8.978968467,9.065726379,9.152465899,9.2535567,9.366987037,9.498716919,9.647250507,9.802588603,9.966834921,10.14243449,10.32979261,10.52970136,10.75125579,10.9989523,11.28565178,11.61012057,11.96063805,12.32143825,12.67816035,13.05636578,13.46607222,13.89973302,14.35387282,14.83471423,15.27870835,15.69319875
Costa Rica,CRI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.305,59.467,58.925,59.883,60.44,61.473,59.446,61.571,63.366,63.236,62.738,64.913,64.586,65.254,63.998,66.392,66.131,67.231,66.795,66.517,64.11,65.266,68.867,68.435,69.236,67.877,63.687,65.307,67.774,70.024,66.697,68.176,..
Costa Rica,CRI,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,53.81,..,..,..,..,..,..,..,..,..,50.31,..,..,..,..,..,..,..,..,..,..,50.58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.27,60.23,59.76,60.04,58.87,61.31,60.65,61.43,60.91,60.48,59.21,60.62,64.33,63.66,64.19,62.81,59.69,59.85,62.21,64.26,60.62,61.76,61.49
Costa Rica,CRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.106489092,0.107038803,0.110430655,0.110358002,0.112842355,0.113558339,0.115885284,0.11852492,0.120886563,0.126408735,0.135658661,0.138973548,0.147886045,0.169832957,0.209256327,0.260609692,0.303875544,0.355348348,0.383451006,0.418536652,0.497345347,0.701764971,1.292453805,1.666380178,1.944574121,2.344091049,2.767197691,3.04791283,3.622117462,4.174429504,4.948698526,8.154202488,9.762933122,10.78175105,12.47130291,15.1197392,17.39904999,19.9532119,22.33526523,24.79872691,27.12725633,29.76428007,32.67727631,36.15683014,40.9838933,46.31726072,52.33123766,57.83480191,64.44172579,70.69343085,75.37958874,78.84194297,82.57403117,86.36435399,91.72492072,95.3528389,97.22057675,100,102.1924784,104.8155469,105.6253447,107.7146512,113.9239712
Cote d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1481.059037,1569.071907,1528.756117,1683.67477,1904.651304,1774.971768,1904.869489,1916.359714,2074.223614,2183.437038,2312.31496,2423.977899,2416.345165,2446.378372,2438.619784,2522.380299,2733.056903,2824.911534,3017.175246,2975.231389,2551.129467,2543.099885,2455.228296,2274.584258,2135.082429,2154.455502,2150.150318,2071.504999,2023.013898,2006.389889,1909.82806,1839.752437,1768.202554,1701.433,1654.859288,1711.110949,1779.74207,1884.721989,1900.213381,1865.123051,1809.920801,1725.155942,1636.446951,1521.884843,1534.076717,1514.620558,1523.233058,1507.089596,1545.880093,1568.021136,1640.315034,1520.342303,1602.910924,1739.155195,1858.615354,1941.581898,2027.833976,2122.502619,2168.913442,2252.543316,2234.909473,2333.353122,2430.306921
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,5.942563211,-2.56940358,10.13364075,13.12465676,-6.808570979,7.318297834,0.603202763,8.237696622,5.265267635,5.902525215,4.829054032,-0.314884627,1.242918752,-0.317145867,3.434750891,8.352293411,3.360875181,6.806008265,-1.390169725,-14.25441812,-0.314746166,-3.455294441,-7.357525072,-6.133069308,0.907368844,-0.199826998,-3.657666116,-2.340863327,-0.821744682,-4.812715096,-3.669211099,-3.889103818,-3.776125897,-2.737322724,3.399180944,4.010910041,5.89860299,0.821945731,-1.846652083,-2.959710899,-4.683346315,-5.142085307,-7.000661329,0.801103624,-1.268265055,0.56862426,-1.059815638,2.573868008,1.432261367,4.610518088,-7.314005486,5.430923065,8.499803033,6.868861325,4.463889962,4.442361059,4.668461261,2.186608496,3.855841941,-0.782841474,4.404815964,4.155127568
Cote d'Ivoire,CIV,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.21567249,..,..,..,..,..,11.1371956,10.1359952,19.11946766,17.77682587,22.46756831,25.47906317,24.95634967,24.42895453,19.68621526,20.17281457,22.67351446,21.39089647,22.8573618,22.0558929,21.00365956,22.18301987,23.15214262,25.31968397,23.76558233,24.28036959,24.25162338,..
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.7,..,..,4.1,..,..,4.1,..,..,..,..,..,..,..,..,..,..,..,..,..,7.22,4.25,..,..,1.9,3.27,..,2.4,..,..,..
Cote d'Ivoire,CIV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.34983877,4.37902109,4.408238099,4.441192516,4.47499073,4.506104006,4.53599827,4.565122813,4.593178745,4.618630346,4.639245092,4.654078729,4.665228595,4.67478568,4.68509305,4.697047709,4.741052291,4.790125004,4.800912644,4.794586178,4.787248439,4.788380118,4.799797187,4.820759541,4.857482741,4.909610734,4.969322195,5.038328429,5.110849257,5.172400583,5.219501168,5.247531816,5.254824564,5.247584578,5.230500632,5.205838378,5.176512851,5.143792282,5.094395616,5.026293105,4.961332298,4.909879542,4.885836186,4.875716468,4.853625348,4.824195126,4.792563918,4.76292652,4.737599904,4.716979589,4.698137551,4.655627687,4.590466145,4.523991837,4.459789857,4.409006497,4.37608871,4.358381658,4.351465369,4.352588534,4.341740461,4.30668466,4.268691266
Cote d'Ivoire,CIV,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.93,65.884,65.809,65.715,65.616,65.541,65.551,65.536,65.52,65.556,65.592,65.629,65.669,65.71,65.747,65.781,65.814,65.846,65.877,65.908,65.938,65.962,65.977,65.99,66.002,66.015,66.033,66.053,66.075,66.099,65.467,66.166,..
Cote d'Ivoire,CIV,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,81.42,..,..,..,..,..,57.2,..,..,..,..,68.93,..,..,77.68,..,..,..,..,..,..,..,..,..,65.91,..,..,..,..,..,..,46.3,..,..,65.17,..,..,..,..,..,..,..,..,..,..,..,..,..,67.27,75.35,..,..,66.83,56.06,..,64.68,..,..,..
Cote d'Ivoire,CIV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.12414369,4.247458204,4.37508667,4.506948157,4.637928091,4.780723766,4.782712701,4.841432544,5.121935461,5.216891937,5.372921262,5.322357029,5.456034222,6.177756736,7.826857704,8.164504719,9.652320229,12.42748699,12.97843534,13.82740634,17.16585068,17.67687654,19.1442902,20.87623238,24.61514387,24.69973555,24.2007009,23.21447229,23.12604232,22.89191276,21.85644893,22.00146412,21.9962196,23.34990969,34.18101502,37.95589449,59.31890522,61.64508078,64.96612407,64.46204416,65.49409263,69.99744601,73.20482512,75.60456765,73.71191501,74.60761425,75.6219333,77.95755411,82.14616164,83.13830597,84.39886387,89.2174655,88.85693919,91.41311379,95.44199354,100,98.82016756,97.79078036,99.43559828,100.7860149,102.3300549,105.0520344,107.9409653
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7304.326858,7852.580511,8378.527971,8572.387731,8537.158348,8876.889906,9512.227088,10060.20124,10620.08107,11061.19532,11522.94567,12086.80738,12689.19659,12944.75472,12026.20514,11906.00566,11936.83597,11694.19879,11680.16108,11677.48175,12071.09096,12588.35317,13175.16324,13665.71441,14211.75543,13048.74429,15396.10885,16477.08242
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.505875127,6.697765908,2.31376873,-0.410963483,3.979445429,7.157204712,5.760734586,5.565294467,4.153586464,4.174506825,4.893381656,4.983857096,2.013982009,-7.095921135,-0.99947972,0.25894761,-2.032675861,-0.120039936,-0.022939169,3.37066856,4.285132306,4.661531612,3.723302437,3.995700516,-8.183444642,17.98919887,7.021082899
Croatia,HRV,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8543956,9.071176337,6.626832396,10.41158615,7.322043454,9.062245837,8.000897246,9.483599787,9.796895515,7.92425089,7.019264491,7.710098908,7.591652553,7.364171405,8.042494051,9.074616028,9.832692436,9.358734601,9.12284707,8.221966038,8.033964327,6.484506878,6.755860748,6.0207243,6.768481734,7.375223601,7.268339464,6.058114898,6.158712,5.949494999,5.460573206,..
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.14,..,..,..,..,9.68,9.71,11.39,13.56,16.06,15.82,15.05,13.92,13.66,12.6,11.13,9.91,8.53,9.2,11.62,13.68,15.93,17.25,17.29,16.18,13.1,11.21,8.43,6.62,7.51,7.61,6.96
Croatia,HRV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.48466456,11.68748474,11.91752941,12.17619795,12.48507388,12.8484327,13.24487886,13.6328201,13.99226299,14.34795519,14.72231857,15.1251281,15.56101583,16.01910888,16.47312957,16.90238817,17.30037511,17.65604777,17.93283562,18.03619656,17.82121291,17.27339311,16.58607615,16.00047069,15.75732136,15.86685012,16.13062115,16.42637302,16.74044977,17.08795503,17.47863164,17.97589213,18.56734261,19.0781167,19.53215086,20.23557055,21.02462416,21.65190513,22.24346313,22.80584561,23.32247381,23.87673127,24.45340414,24.92212412,25.35947231,25.78634205,26.16326867,26.50630244,26.75448156,26.84530696,26.77215512,26.8909318,27.32380755,27.86908293,28.55517896,29.30202295,30.02412865,30.80893493,31.68413096,32.64234118,33.58050493,34.38783741,35.17240394
Croatia,HRV,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.729,65.44,65.158,64.835,64.483,64.237,64.023,63.732,63.421,63.094,62.743,62.4,62.058,61.137,62.276,60.718,60.386,65.564,65.742,65.667,65.195,64.305,64.047,63.909,66.399,67.21,65.857,66.654,66.473,66.638,67.099,68.425,..
Croatia,HRV,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.74,..,..,..,..,..,..,38.9,..,50.74,49.68,51.17,50.29,51.15,49.62,49.19,52.93,53.12,53.12,52.58,51.84,51.37,50.84,52.36,52.73,51.32,51.61,51.19,51.1,51.03,51.78,52.3
Croatia,HRV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.68507846,53.67950075,57.37329739,62.06265416,64.23303569,67.01861642,69.85722628,72.54105869,75.66366576,78.40817023,80.85035858,83.99759871,87.58906669,92.41417428,95.1672115,96.05059126,97.65258611,99.03427832,99.76856141,99.91905345,100,99.93602705,101.0994536,103.1452005,105.2084487,105.980817,108.13748,117.7426201
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,2606.730457,2781.543579,2870.142041,2927.645112,2920.291496,3163.025175,3304.648677,3565.843092,3778.606955,3802.247656,3605.173665,4297.686675,4652.472062,4867.04849,5210.746591,5250.387373,5211.010741,5040.805501,5178.192459,5163.016558,4963.867884,4397.043573,3862.625547,3270.593248,3280.040731,3348.490464,3599.004641,3687.375154,3681.31765,3896.31418,4113.507265,4231.82114,4280.234412,4431.00284,4675.808084,5189.950033,5808.664725,6225.38023,6477.804699,6567.987282,6720.677673,6903.94022,7105.433676,7292.738255,7362.341667,7683.757891,7721.791846,7865.371561,8048.01661,8042.948524,7172.519257,7291.067885,..
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,6.706221629,3.18522645,2.003492172,-0.251178534,8.311967465,4.477469974,7.903848176,5.966719738,0.625645944,-5.183091932,19.20886689,8.255264135,4.612094933,7.061735705,0.760750514,-0.749975746,-3.266261541,2.725496115,-0.293073337,-3.857215476,-11.41900479,-12.1540307,-15.32719887,0.28886143,2.086856191,7.48140632,2.455415373,-0.164276866,5.840205904,5.574321641,2.876228671,1.144029242,3.52243391,5.524827061,10.99578811,11.92139979,7.174032658,4.054763877,1.392178173,2.324766851,2.726846251,2.9185284,2.636075249,0.954420824,4.365679262,0.494991593,1.859409284,2.322141399,-0.062973104,-10.8222658,1.652817152,..
Cuba,CUB,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.27,7.61,7.1,6.23,6.26,5.45,4.08,3.31,2.33,1.85,1.95,1.91,1.79,1.58,1.67,2.5,3.18,3.46,3.29,2.7,2.4,2,1.7,1.7,..,..,..,..
Cuba,CUB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.326124671,7.340510502,7.382831352,7.458612645,7.574038382,7.725023849,7.913586656,8.141304141,8.387957699,8.629477262,8.860796754,9.151246008,9.499421292,9.849258997,10.20847598,10.57125754,10.92855247,11.26961245,11.58087182,11.8567167,12.09661959,12.18836175,12.16343668,12.16248586,12.18301234,12.20915933,12.22853932,12.24216246,12.26216878,12.30688182,12.38317188,12.48189019,12.59264769,12.71203463,12.89070173,13.13171246,13.3860167,13.63489645,13.87214477,14.11010764,14.36347581,14.66218326,15.00395397,15.33944583,15.66323282,16.01393528,16.38209134,16.78903936,17.24826822,17.71955926,18.19976499,18.69660434,19.18552216,19.64391016,20.05399644,20.44782452,20.84868514,21.27186034,21.75033344,22.23613017,22.67435267,22.86631354,23.08855016
Cuba,CUB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.983,58.43,57.836,57.055,57.154,57.368,57.85,58.084,58.18,58.578,58.972,59.252,59.465,59.797,60.226,60.934,61.699,62.26,62.695,64.313,63.896,64.807,65.196,65.556,65.802,66.223,66.441,66.742,67.094,67.316,62.369,63.969,..
Cuba,CUB,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..,..,..,..,..,..,48.63,..,..,..,..,..,..,..,..,..,..,52.26,..,..,..,..,56.37,..,56.93,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.3,..,52.86,53.77,54.33,55.6,55,55.58,74.18,72.9,..,..,..,..,..,..,..,..,..
